date,team_a,team_b,home_flag,pace_diff,off_rating_diff,def_rating_diff,recent_win_pct_diff,rest_days_diff,team_a_win,market_odds_team_a,market_odds_team_b,closing_odds_team_a,closing_odds_team_b
2024-10-23,Portland Trail Blazers,Houston Rockets,0,5.696835927283317,-3.081663950891752,-0.7945398785331435,-0.38220198330328614,0,1,316,-447,351,-490
2024-10-24,Toronto Raptors,Orlando Magic,0,5.72074229041192,5.972548568514611,3.32441261506456,-0.007504316651126719,4,1,-205,170,-204,166
2024-10-24,Chicago Bulls,Toronto Raptors,0,9.229935650409772,-1.9642251008302622,-5.684184316641833,-0.3088889142087655,-3,0,914,-2101,648,-1239
2024-10-24,Dallas Mavericks,Toronto Raptors,1,-0.3608582608019617,1.5645567696651312,1.0160379476697585,-0.42613005281215416,-3,1,-132,104,-105,-112
2024-10-24,Orlando Magic,Denver Nuggets,1,-2.044085676150118,-6.214892661565543,0.3647194278453867,-0.08072034839297137,1,0,-138,109,-109,-113
2024-10-24,LA Clippers,Portland Trail Blazers,0,-2.284864249565885,-1.8842645057396652,2.2942989404361356,0.04029716773076286,3,0,-169,133,-119,-103
2024-10-24,Denver Nuggets,New Orleans Pelicans,0,-8.6328288407271,-5.578346134825765,-2.895809092700574,-0.19699951726637976,2,0,382,-555,298,-390
2024-10-24,San Antonio Spurs,Milwaukee Bucks,1,-3.389560604184851,3.7075682900895117,-1.1625255683912599,0.02762443062671649,0,1,-165,130,-173,135
2024-10-25,Orlando Magic,Indiana Pacers,1,-9.297569761325121,-2.2328316622285485,-4.348285164721247,-0.26847854652577985,4,0,198,-247,230,-311
2024-10-25,Atlanta Hawks,Dallas Mavericks,0,-7.993777082160847,5.1645171483434495,2.108464848569241,-0.22688203115607514,0,0,-101,-124,101,-126
2024-10-25,Orlando Magic,Indiana Pacers,1,3.321911409003917,-5.994109756977835,-6.5776005834723605,-0.2161427968972568,-2,1,256,-334,261,-324
2024-10-25,Boston Celtics,Indiana Pacers,0,7.605307405768855,-2.0445741095852696,-2.6041680429384257,-0.396956844618906,0,0,477,-667,488,-703
2024-10-25,San Antonio Spurs,Los Angeles Lakers,1,-3.8183666668080747,-3.7508626297252334,-3.875843263412449,-0.11373894824968389,0,0,-113,-108,111,-131
2024-10-25,Boston Celtics,Miami Heat,0,-1.1019876972460878,-3.0108973510820647,2.866550033008039,0.174180185095904,2,0,134,-163,145,-186
2024-10-25,Sacramento Kings,Golden State Warriors,0,-3.6334177582712783,1.6601847864919392,0.8031646205316179,0.048855574848113315,-4,0,-121,-102,-131,106
2024-10-25,Orlando Magic,Los Angeles Lakers,0,-3.274685999930824,-7.1569846140275075,-7.099522979985238,-0.34278650339298894,1,1,404,-588,465,-633
2024-10-25,Washington Wizards,Toronto Raptors,0,-8.054811863307364,-6.927194739094844,0.8494545760031258,-0.03132023593958688,3,1,121,-153,120,-141
2024-10-26,San Antonio Spurs,Toronto Raptors,1,5.306809863361764,-7.79506906293085,-5.033133050011685,0.11429829936849195,-1,1,-135,108,-145,118
2024-10-26,Chicago Bulls,Memphis Grizzlies,1,-2.2691323731293807,-5.646892114653895,-4.605159106475739,-0.31993754031800553,0,0,357,-524,458,-642
2024-10-26,Minnesota Timberwolves,Los Angeles Lakers,0,10.657752759963529,-4.951812883176885,-6.317493526688395,-0.2302741492260958,-2,0,456,-636,660,-1271
2024-10-26,Oklahoma City Thunder,Houston Rockets,1,-6.035778280062402,-6.5302808402881,-2.263840393188559,-0.29869299454864023,-1,0,148,-188,175,-229
2024-10-27,Utah Jazz,Orlando Magic,0,8.598464990934914,7.617549061326358,4.750593186901526,0.021535166536335693,4,1,-218,176,-173,137
2024-10-27,Toronto Raptors,Utah Jazz,0,8.723933857869255,-1.759255655127646,5.407683753941569,0.06413264774585681,1,0,191,-239,120,-151
2024-10-27,Phoenix Suns,Indiana Pacers,1,4.787768191191205,-6.304412837498646,1.6485015069428215,-0.28966682744101924,3,1,166,-212,152,-193
2024-10-27,Golden State Warriors,Memphis Grizzlies,0,3.8165500169807274,-4.080794005793919,-4.6489080292879805,-0.4806517094544231,-1,0,336,-486,439,-627
2024-10-28,Washington Wizards,Memphis Grizzlies,0,8.706727965200955,-5.071492717862711,2.587604914465203,-0.15689445117661083,2,0,166,-211,129,-160
2024-10-28,Charlotte Hornets,Atlanta Hawks,0,2.299708658830312,-0.25705258336252257,3.9155997902808366,0.14907549678252197,-3,0,-162,130,-187,149
2024-10-28,LA Clippers,Houston Rockets,1,-12.705479746088017,-6.560641041109022,-2.7994425687960813,0.12489454354134849,-2,1,-108,-110,140,-179
2024-10-28,Charlotte Hornets,San Antonio Spurs,1,5.47592167246529,-0.666819184581243,7.363814035139342,0.08331599583115978,-2,0,-233,178,-208,163
2024-10-28,Milwaukee Bucks,Detroit Pistons,0,18.906137848891717,5.125274687717905,4.043092610205846,-0.12449002280324101,-1,0,-158,133,-121,101
2024-10-28,LA Clippers,Detroit Pistons,1,4.302294113437426,-0.05129258592347696,0.026006095746282654,0.06259147399076292,-1,0,-176,139,-193,151
2024-10-28,Utah Jazz,New Orleans Pelicans,1,6.0000065108516765,-1.4166963970815232,1.1294861276520862,0.07524481815449108,1,1,-110,-108,106,-127
2024-10-29,Denver Nuggets,LA Clippers,1,-3.411442444310282,1.3108937771371103,-9.837695325221532,0.09997402273426603,0,1,113,-142,-105,-119
2024-10-29,Brooklyn Nets,Denver Nuggets,0,11.794709130450542,5.325186341120599,2.167712052164049,0.04736085592223638,0,1,-221,170,-219,179
2024-10-29,Chicago Bulls,Philadelphia 76ers,0,0.09613764043189121,-3.7286946455287193,-10.133390848189535,-0.33829548884249705,0,0,1501,-4900,3103,-4900
2024-10-29,Philadelphia 76ers,Portland Trail Blazers,0,-0.06560476706594898,9.859025874006278,5.309160408026301,0.31935757863893566,-3,1,-479,337,-365,266
2024-10-29,Phoenix Suns,Memphis Grizzlies,1,-5.840733911378905,-3.54633692084046,6.067842233652925,-0.2796827405596284,2,0,-119,-106,110,-133
2024-10-29,Dallas Mavericks,Portland Trail Blazers,0,3.5961192186236133,-6.549268098119214,2.9921723827937114,0.06956348101728893,-1,0,-147,121,-142,112
2024-10-29,Philadelphia 76ers,Memphis Grizzlies,1,1.0740043094298812,4.141030723661004,-1.41711140634807,0.3178185704810228,-2,1,-403,312,-271,215
2024-10-29,LA Clippers,Minnesota Timberwolves,1,13.71917938959325,-2.5722544719744604,5.740890670971552,0.2736945165105877,-1,0,-406,297,-321,252
2024-10-29,Oklahoma City Thunder,Boston Celtics,0,-1.9565448552308027,-1.6710743480956722,4.079468104432763,0.11811238965179066,2,0,-179,142,-153,128
2024-10-29,Portland Trail Blazers,LA Clippers,1,5.579915305421096,-7.403470861916304,1.0799686351269457,-0.39884993184705736,0,1,-156,127,108,-132
2024-10-29,Orlando Magic,Phoenix Suns,0,7.302622161302182,5.653479653505087,3.152344245187507,-0.30639622637430763,0,0,246,-322,183,-239
2024-10-30,Utah Jazz,Chicago Bulls,1,5.210758047869845,-0.5649512549248925,10.955212770975635,0.12900729787536253,-1,1,-994,633,-2076,905
2024-10-30,Indiana Pacers,Denver Nuggets,1,-3.3417263601223937,11.999821966563147,8.034478063226814,0.3577963463572614,0,0,-432,310,-395,282
2024-10-30,Los Angeles Lakers,San Antonio Spurs,0,-6.203756753757915,4.834968454103489,3.003793017795971,0.29554274694987726,-1,0,-147,121,-148,125
2024-10-30,Houston Rockets,Washington Wizards,1,-1.473645752364618,-5.7552058716464245,6.199100350182178,-0.02231696535216532,-3,0,-225,180,-205,163
2024-10-31,Golden State Warriors,New York Knicks,0,8.37624839265662,-4.155070399356092,-0.7852157005524418,-0.013590724425843526,4,0,198,-250,223,-283
2024-10-31,Cleveland Cavaliers,Atlanta Hawks,0,5.660386901136704,-4.921331319151548,-12.104564353957016,-0.46254411621590796,0,0,512,-867,386,-544
2024-10-31,New York Knicks,Memphis Grizzlies,1,12.027204280537674,5.132321195448057,-0.8479384755106594,0.12407544207794019,1,0,109,-138,111,-137
2024-10-31,Dallas Mavericks,Golden State Warriors,0,-6.996597405188282,4.718345659932282,5.779446210283183,-0.1685776039988085,4,1,-311,251,-201,158
2024-10-31,New Orleans Pelicans,Sacramento Kings,0,2.642852936047362,3.4649211924038212,2.515763400542724,0.08074603222899823,0,1,-186,148,-223,185
2024-10-31,Charlotte Hornets,Philadelphia 76ers,0,0.39692716577428655,-3.1595998505463996,-6.553325745693357,0.04178661539384998,2,1,107,-135,166,-210
2024-10-31,Philadelphia 76ers,New Orleans Pelicans,1,-3.163301534834332,-0.2762321201033444,8.535855468584458,0.1400011016920274,2,1,-152,122,-210,168
2024-11-01,San Antonio Spurs,Chicago Bulls,1,14.440470394751259,12.147323949277123,2.1766819189847553,0.4576368325942253,0,1,-3209,1284,-1417,747
2024-11-01,Golden State Warriors,Oklahoma City Thunder,1,-4.356740478236617,-0.18596529716177201,-4.882047298234497,-0.2056931836725533,0,0,132,-156,117,-144
2024-11-01,Atlanta Hawks,Phoenix Suns,1,-2.0063007500492063,3.21327309527625,0.46207693681066075,0.18102584192223886,1,1,-190,151,-196,152
2024-11-02,Houston Rockets,Dallas Mavericks,0,-2.5596809235120617,1.0430221591596194,1.0721738119690087,0.2489159978541315,-1,1,-110,-113,-145,123
2024-11-02,LA Clippers,Utah Jazz,0,1.6056356442451971,-5.871585133181796,1.250720382985321,-0.1316489056070696,1,1,164,-208,151,-184
2024-11-02,Denver Nuggets,Oklahoma City Thunder,1,-2.8754414069762078,-4.4588330478201215,-2.2265481995292475,0.1978364095263923,-2,0,-119,-106,-121,-102
2024-11-02,Phoenix Suns,Atlanta Hawks,0,3.152438316654454,1.4945084575730618,3.9238673346235373,-0.42116906320006664,1,1,195,-252,161,-194
2024-11-03,Chicago Bulls,Los Angeles Lakers,1,-3.365381065606016,-14.510361939557015,-3.9587183881987897,-0.23902345109765344,1,0,850,-1730,1059,-2083
2024-11-03,Indiana Pacers,New Orleans Pelicans,1,-6.6935940866535475,-2.135750218865354,0.45838315307759103,0.0353662895012935,-3,0,-120,-102,-135,114
2024-11-03,Houston Rockets,Phoenix Suns,1,-4.493100560945706,5.897746050523722,7.102819673911952,0.14655699790383642,4,1,-422,314,-322,255
2024-11-03,Brooklyn Nets,San Antonio Spurs,0,4.88004670675852,-3.8113981308250118,3.536807089273765,-0.03510239813649929,1,0,-127,102,-104,-116
2024-11-03,Houston Rockets,Indiana Pacers,1,-9.650625314352595,3.3678523901880197,-4.6741120591473475,-0.1916259361594902,0,1,-183,143,-136,109
2024-11-04,Houston Rockets,Los Angeles Lakers,1,-0.07861356085000182,-1.816855554653202,-0.505333691844541,-0.32908746858753035,-1,1,105,-131,-115,-103
2024-11-04,Denver Nuggets,Detroit Pistons,1,-6.814361289287689,-4.615670732489676,-0.3425185987447321,-0.3053463969855992,2,0,-143,121,102,-129
2024-11-04,Houston Rockets,Atlanta Hawks,0,-5.388787418609567,-0.6260073529526977,1.1310346372093676,0.34613140235349027,-2,1,-114,-110,-134,109
2024-11-04,Indiana Pacers,San Antonio Spurs,1,-3.6477947453657436,-1.42344968752505,-1.4444486153852836,0.04882211050629737,1,0,-211,163,-195,153
2024-11-04,Philadelphia 76ers,Orlando Magic,1,-11.456880722540475,3.208746653540402,3.0815348404771044,-0.0011366875864946557,-2,1,-977,609,-976,605
2024-11-04,Orlando Magic,LA Clippers,0,5.952574328748696,-5.084435137602398,-0.8333030840956042,-0.07209739788937519,4,1,235,-288,232,-289
2024-11-04,Los Angeles Lakers,Denver Nuggets,1,-1.2746049578584149,5.607773095546463,6.522444505444213,0.14667413215232067,-2,1,-673,438,-579,384
2024-11-05,Denver Nuggets,Portland Trail Blazers,1,2.4994748384870746,-3.6135996521291673,-6.042108445053216,-0.06992808276057472,-1,1,-202,169,-205,160
2024-11-05,Portland Trail Blazers,Boston Celtics,1,-6.833491959950578,7.822731653923981,-5.005473840946635,0.22945435725904306,-1,0,-167,139,-238,197
2024-11-05,Washington Wizards,Brooklyn Nets,1,-4.95331866953552,-7.030398150983274,2.2352425277749575,-0.10615405079542373,-4,1,-112,-111,-112,-107
2024-11-05,Brooklyn Nets,Phoenix Suns,1,0.4802774715325313,-0.7621973720383863,-1.0520964680978153,0.07534345328754377,0,0,-224,183,-301,234
2024-11-05,San Antonio Spurs,Miami Heat,0,2.90875175979383,4.698170224482382,-2.090968121456825,0.046410779782139755,-3,1,-269,203,-261,204
2024-11-05,Miami Heat,Charlotte Hornets,0,-2.1319800166361205,-6.6161576404762314,-3.1987856678434667,-0.20286070969479414,-3,0,492,-758,501,-812
2024-11-05,Portland Trail Blazers,Golden State Warriors,0,5.9330940240703285,6.347445083148116,1.7600960805390145,0.12275488223832248,-2,0,-124,101,-133,109
2024-11-05,Dallas Mavericks,Philadelphia 76ers,1,-1.031043636118028,2.2215323553634647,-1.3849414530043163,-0.5411705332281078,-1,0,163,-205,162,-211
2024-11-06,Philadelphia 76ers,Detroit Pistons,1,-0.6858455875013902,-0.9474104481382568,-0.735812774243982,0.21056955464295624,2,1,-583,394,-455,320
2024-11-06,Charlotte Hornets,Indiana Pacers,1,-5.484079312131641,6.908373538618861,2.5698166699646663,0.14574939059886327,0,1,-139,110,-148,124
2024-11-06,Orlando Magic,Philadelphia 76ers,0,-6.499097518650046,-5.242914411794814,-11.518426299577442,-0.3725427625379656,0,0,434,-622,554,-975
2024-11-06,Memphis Grizzlies,Toronto Raptors,1,5.429000442798056,1.4584725685618594,-2.2807358080210633,0.09612995806995717,-2,0,-180,144,-135,112
2024-11-06,Portland Trail Blazers,Miami Heat,0,6.224006722458142,0.6759101362647328,1.5751367119522257,0.4049159801062505,4,1,-167,141,-122,102
2024-11-06,Chicago Bulls,Oklahoma City Thunder,0,6.815924356621025,-8.100488223986773,-7.086999858578125,-0.3630826940424726,0,0,484,-729,584,-881
2024-11-06,Orlando Magic,Portland Trail Blazers,1,-3.804690857370616,-3.1185389545927222,0.2848204650766064,-0.139073716763359,-1,1,130,-156,-103,-116
2024-11-06,Atlanta Hawks,LA Clippers,0,-9.488816316299193,1.9089483862217378,2.6185069630170688,0.20765675539753264,-2,0,-109,-113,-103,-123
2024-11-07,LA Clippers,Cleveland Cavaliers,0,-1.2867091427391841,8.059812446611957,0.3567489520695801,0.04727547742228999,4,0,-255,209,-240,191
2024-11-07,Denver Nuggets,Chicago Bulls,0,-5.985680294206432,4.616237152685287,1.7806759114741624,0.2773607082500245,-1,1,-623,410,-423,326
2024-11-07,Phoenix Suns,Milwaukee Bucks,0,-10.446912898308767,-0.1568111825905163,-4.616588268806538,-0.13836428167093695,0,0,195,-252,190,-231
2024-11-07,Golden State Warriors,Milwaukee Bucks,0,-10.664642350716107,-8.56314693532127,-2.598462759727113,-0.21071118484144008,0,0,292,-396,349,-515
2024-11-07,Memphis Grizzlies,Golden State Warriors,1,-0.7022298995822212,8.215679869120692,-1.8931705515538795,-0.10798753003888217,1,1,-461,329,-614,417
2024-11-07,Memphis Grizzlies,Indiana Pacers,1,1.6948213646457617,1.1517542983194602,-0.49279215813125177,0.4134399825173234,0,1,-110,-114,107,-133
2024-11-07,Milwaukee Bucks,Houston Rockets,0,12.224244190483077,0.3490718492229803,2.10248259234352,-0.26410644186270127,3,0,173,-219,161,-208
2024-11-07,Washington Wizards,Miami Heat,1,-1.2711975633837511,6.777601319750119,0.8393742112240119,-0.12217379833042308,-1,0,-486,351,-479,336
2024-11-07,Minnesota Timberwolves,San Antonio Spurs,1,-1.7918917012799653,-1.023609157199786,-8.266282905243088,0.0044106228205050835,1,0,244,-332,252,-335
2024-11-07,Detroit Pistons,Brooklyn Nets,1,5.748265153069312,-3.1873244710429844,-7.489522822695804,-0.12065083732647042,1,1,-120,102,115,-146
2024-11-08,Chicago Bulls,Indiana Pacers,1,-7.211443390874024,-6.3744429049674665,-5.185750906836475,-0.053610365070600574,3,0,728,-1259,750,-1261
2024-11-08,Phoenix Suns,Portland Trail Blazers,1,9.246306629970164,-1.6003859433436247,5.233527938638659,0.08794484677408854,0,0,-148,124,-161,136
2024-11-08,Minnesota Timberwolves,Utah Jazz,0,-2.355957612964019,-6.007747202162008,-6.778440474991044,-0.18966880407974274,2,1,272,-340,355,-479
2024-11-08,Golden State Warriors,Denver Nuggets,0,1.0765563361928514,6.153810933320301,-1.9412154249016993,0.19835479883032686,-1,0,228,-300,147,-182
2024-11-09,Detroit Pistons,Denver Nuggets,0,-4.200556574951307,6.483113744269815,4.866406354779258,0.005328892155374132,2,1,108,-128,101,-126
2024-11-09,Chicago Bulls,Cleveland Cavaliers,0,-1.8093823164326608,-0.576182274229069,-4.197126224638097,-0.2784244141160167,0,0,159,-197,211,-258
2024-11-09,Houston Rockets,Toronto Raptors,1,3.6795412538629932,-0.7597174073112143,0.8066316266521056,0.07257386649640063,-1,0,-313,234,-236,183
2024-11-09,Golden State Warriors,Chicago Bulls,0,-6.088785352654625,4.45839933833463,1.8468510231955406,0.30171127662409974,-1,0,-160,133,-260,198
2024-11-09,LA Clippers,Utah Jazz,0,-0.5824548898198572,1.7622441134561484,2.1197400141044227,-0.059774321219646764,-1,0,178,-223,146,-180
2024-11-09,New Orleans Pelicans,Detroit Pistons,0,-10.015862492924711,5.504021921602174,0.36841959362061516,0.08369064639682222,0,0,-173,143,-227,189
2024-11-09,Atlanta Hawks,Golden State Warriors,1,2.3771362056821346,3.7121000431657336,3.7892415045895973,-0.05516030574337072,2,1,-265,214,-384,293
2024-11-09,Phoenix Suns,Cleveland Cavaliers,1,2.2866384183167696,4.168696455343934,3.2748421200227398,0.1224521958762862,0,1,-320,243,-481,341
2024-11-09,Boston Celtics,Minnesota Timberwolves,1,-11.77238327534235,-1.0010283042784494,-1.1389783070095376,0.13731994120915483,0,0,-106,-119,-139,112
2024-11-09,Golden State Warriors,Miami Heat,1,-8.924622905512038,-4.580386016191611,-4.24920670468731,0.015802611456258386,-4,0,-104,-123,-137,107
2024-11-10,New York Knicks,Philadelphia 76ers,0,-15.811176589876055,-5.296867433486511,-2.0111600302846,-0.21477378070183373,0,0,285,-369,323,-418
2024-11-10,Los Angeles Lakers,Boston Celtics,0,11.173587651120613,10.27957917079003,3.1748665381679473,0.06565015006385744,-1,1,-610,434,-538,386
2024-11-10,Philadelphia 76ers,Dallas Mavericks,1,5.209327196753108,-0.15457009390631526,6.188446765312051,0.01296344474939759,-4,1,-327,254,-336,252
2024-11-10,Denver Nuggets,Brooklyn Nets,0,0.09279974488141818,2.6472839107863564,-5.823657982289248,-0.17455433303243922,-2,0,275,-352,230,-298
2024-11-10,Portland Trail Blazers,San Antonio Spurs,0,1.749531718009493,-3.653183763456113,-7.410923536769133,-0.23198498782510568,1,0,321,-412,226,-297
2024-11-10,Indiana Pacers,New Orleans Pelicans,1,-6.44465267032227,4.85771112410491,-3.0053661836108176,0.05431525620997846,0,1,-113,-110,-124,104
2024-11-11,Memphis Grizzlies,Brooklyn Nets,0,2.305532463047001,-0.4784108536397724,-2.1139691450907208,0.04842866986661298,-4,0,202,-267,156,-185
2024-11-11,Memphis Grizzlies,Dallas Mavericks,0,-8.918489497862623,-1.1105671686424188,-4.151850269304319,-0.19428952371791275,3,0,-102,-120,-123,102
2024-11-11,Cleveland Cavaliers,Toronto Raptors,0,5.738633572991276,-6.753953981570277,-3.5289917020625836,-0.2919944870964982,0,0,390,-568,390,-548
2024-11-11,Golden State Warriors,Phoenix Suns,1,-3.2026206729655087,-1.9455409982956269,0.1746794950670676,-0.21159663303438025,-2,0,130,-162,128,-162
2024-11-11,Orlando Magic,Brooklyn Nets,0,0.7353439131429838,-3.355147750933412,-6.637522980515783,0.1328059635956751,0,0,318,-404,437,-593
2024-11-11,Portland Trail Blazers,Detroit Pistons,0,7.173084823176865,0.14673574442292647,-1.6551666910041405,0.30284567583322825,3,1,165,-214,158,-194
2024-11-11,Cleveland Cavaliers,Phoenix Suns,1,5.345482187291722,-4.726749799252147,-4.504479797801139,-0.11995371836904661,-1,1,169,-219,179,-234
2024-11-11,Golden State Warriors,Boston Celtics,1,1.8962454639123365,-6.113510868032563,-3.457522609651022,-0.13397754073192003,2,1,-175,137,-171,139
2024-11-11,Philadelphia 76ers,Atlanta Hawks,0,4.722584024713456,6.539587985820518,6.0991311252499685,0.10394801823169342,1,0,-149,125,-204,163
2024-11-11,Golden State Warriors,New Orleans Pelicans,0,0.7619003348888214,-2.7464506639698243,-10.947734911732098,-0.24308314625675648,-1,0,260,-322,427,-630
2024-11-11,Utah Jazz,Atlanta Hawks,1,-8.331198108447282,-0.6698456559328889,-1.1118641406172571,0.008457006498680086,-3,1,-195,161,-143,121
2024-11-11,Milwaukee Bucks,Portland Trail Blazers,0,2.4202634267298038,3.8872924652019094,1.8910114426205524,-0.07652201897650446,3,0,-137,117,-169,139
2024-11-12,Oklahoma City Thunder,Portland Trail Blazers,0,6.074991806102233,-4.47549290538538,-0.5075276621374485,0.055802764907491975,0,1,118,-140,105,-133
2024-11-12,Atlanta Hawks,Orlando Magic,0,-0.686446932435004,3.5854720702147915,3.0002031027784852,0.04103951581687426,0,0,-217,173,-186,148
2024-11-12,Houston Rockets,Chicago Bulls,0,3.9357897788062814,9.991219648723828,6.230217366072125,0.25722200780700766,3,1,-4900,3057,-1168,702
2024-11-12,Houston Rockets,Denver Nuggets,1,-0.16142392349418344,7.504293096252283,6.786602759405568,0.03266423198658752,1,1,-387,294,-433,320
2024-11-12,Atlanta Hawks,San Antonio Spurs,0,3.3219536471369793,-4.461639841641528,-0.5913524973526023,0.2813953934752227,-3,1,177,-223,149,-183
2024-11-12,Chicago Bulls,Milwaukee Bucks,1,6.5298483283412025,-6.055899041350713,-3.7266007197412563,-0.3519720273408725,-2,0,381,-566,519,-800
2024-11-12,San Antonio Spurs,Phoenix Suns,1,-9.350859579268118,5.374951734240113,-3.05205779117523,0.3665778860735006,-1,1,-205,163,-269,213
2024-11-12,Denver Nuggets,Brooklyn Nets,1,2.7959394660328485,2.0558502309528848,-11.061526877125814,-0.09510968432504102,-3,0,183,-227,177,-214
2024-11-13,Milwaukee Bucks,Indiana Pacers,1,4.401097085225388,-6.821066667076465,-0.2983159561077713,-0.2869921840745283,0,1,-101,-122,-122,-101
2024-11-13,Los Angeles Lakers,New York Knicks,1,-2.8658783276464135,7.724657442855403,3.9688853699321527,0.07423063299507149,1,1,-876,518,-372,284
2024-11-13,San Antonio Spurs,Orlando Magic,1,1.0186193010981412,1.7204558243373214,0.45637823988786863,-0.15305081680270105,3,1,-278,210,-552,383
2024-11-13,Chicago Bulls,LA Clippers,0,-3.789154110823958,-9.43121867575067,-10.624555649571619,-0.2538275632630956,-1,0,1387,-3697,507,-832
2024-11-13,Minnesota Timberwolves,Los Angeles Lakers,0,-4.667106735640303,-6.686990404318493,-2.398199459443674,-0.0860038172284524,-1,0,351,-469,818,-1492
2024-11-13,Dallas Mavericks,Milwaukee Bucks,1,-10.670985249056827,7.423377465120055,-1.9344199453834818,-0.17796104516801686,0,0,110,-140,102,-125
2024-11-13,Minnesota Timberwolves,Indiana Pacers,1,4.801861530595588,-6.4613837609441305,0.5037292078115598,-0.062043956385104404,-1,0,276,-355,300,-402
2024-11-13,Portland Trail Blazers,Atlanta Hawks,1,-2.0956612057174198,3.7947737709387184,-6.560052116283913,0.07840369717164619,4,0,126,-155,111,-131
2024-11-13,Brooklyn Nets,Sacramento Kings,0,9.53447019509494,-2.071887243464303,1.4383229574317085,0.1263583151540313,0,1,-289,237,-218,171
2024-11-13,Miami Heat,Orlando Magic,0,-1.5823643697382153,0.33607683581114145,-0.975137878819524,0.09560947865796326,-2,1,128,-162,136,-171
2024-11-14,Detroit Pistons,Orlando Magic,0,-6.503142537295858,-5.180948813456055,1.633431578123421,-0.3008287472308582,-2,1,-111,-111,-147,124
2024-11-14,Brooklyn Nets,Denver Nuggets,1,1.2922015209388746,2.910092684559359,9.986297254184223,0.3551557862515737,0,1,-412,310,-345,255
2024-11-14,Cleveland Cavaliers,Philadelphia 76ers,0,-5.727444805246549,-2.9656701048247527,-7.684653842865302,-0.42622526787524684,1,0,3090,-4900,647,-1169
2024-11-14,Phoenix Suns,Milwaukee Bucks,0,-4.281325645152009,-5.014541448756717,-0.07849538888891061,-0.051297394357792125,-4,0,118,-148,179,-232
2024-11-15,Phoenix Suns,Indiana Pacers,1,-0.24043858799085172,0.07626228977112248,-4.587469232858368,-0.12976897626927164,1,0,142,-175,151,-185
2024-11-15,Cleveland Cavaliers,Toronto Raptors,0,-1.6676594981624362,-4.9717203676529635,-5.754682437554536,-0.15164177654858563,-1,0,427,-614,430,-622
2024-11-15,Atlanta Hawks,Utah Jazz,1,3.4007500557689667,0.8161024591787651,2.3505883827926937,0.08839901948282824,-2,1,-123,100,-132,111
2024-11-15,New Orleans Pelicans,Dallas Mavericks,1,-2.5636787635438765,2.746865856437367,5.460333824929819,0.3571922792190138,0,0,-235,188,-295,234
2024-11-15,LA Clippers,Dallas Mavericks,0,4.7030074597040965,-1.526079381507742,-0.35242973630718666,0.1755740634961967,0,0,116,-143,112,-132
2024-11-15,New York Knicks,Detroit Pistons,1,1.6694119583020353,-1.1991137666282157,1.7081162692910112,0.04624607828272137,2,0,-166,132,-162,131
2024-11-15,Cleveland Cavaliers,Miami Heat,0,-6.215875740069464,-1.944033474793187,-5.980309102214164,-0.08592717494797703,-1,0,183,-229,156,-197
2024-11-15,Philadelphia 76ers,Golden State Warriors,1,-1.1949666702469983,1.5486080908971047,6.323792548955353,0.5490413993049498,-1,1,-578,430,-904,567
